time,channel_name,ocean_region,ges_id,channel_unit_id,channel_type,su_type,burst_frequency_offset,burst_timing_offset
7/03/2014 16:41:52.907,IOR-R1200-0-36ED,IOR,305,4,R-Channel RX,0x22 - Access Request (R/T-Channel),141,14940
7/03/2014 16:41:53.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x51 - T-Channel Assignment,null,null
7/03/2014 16:41:57.248,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,0x71 - User Data (ISU) - RLS,142,9920
7/03/2014 16:41:57.409,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,142,9920
7/03/2014 16:41:57.569,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014 16:41:57.728,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,0x22 - Access Request (R/T-Channel),140,9920
7/03/2014 16:41:57.905,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014 16:41:58.48,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014 16:41:58.208,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014 16:41:58.399,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014 16:41:58.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x51 - T-Channel Assignment,null,null
7/03/2014 16:41:58.528,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014 16:41:58.697,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014 16:41:58.729,IOR-T1200-0-36FA,IOR,305,10,T-Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014 16:41:59.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x62 - Acknowledge User Data,null,null
7/03/2014 16:42:00.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,0x71 - User Data (ISU) - RLS,null,null
7/03/2014 16:42:00.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:42:00.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:42:00.405,IOR-P10500-0-3859,IOR,305,10,P-Channel TX,Subsequent Signalling Unit,null,null
7/03/2014 16:42:02.68,IOR-T1200-0-36D7,IOR,305,8,T-Channel RX,0x71 - User Data (ISU) - RLS,147,9980
7/03/2014 16:42:02.229,IOR-T1200-0-36D7,IOR,305,8,T-Channel RX,Subsequent Signalling Unit,147,9980
7/03/2014 16:42:02.388,IOR-T1200-0-36D7,IOR,305,8,T-Channel RX,Subsequent Signalling Unit,147,9980
7/03/2014 16:42:02.553,IOR-T1200-0-36D7,IOR,305,8,T-Channel RX,Subsequent Signalling Unit,147,9980
